Date,Open,High,Low,Close,Volume,RSI,MACD,MACD_Signal,MACD_Histogram,EMA_20,EMA_50,EMA_200,SMA_20,SMA_50,SMA_200,BB_Upper,BB_Middle,BB_Lower
2025-08-11 04:00:00,227.92,229.56,224.76,227.18,61806132.0,,0.0,0.0,0.0,227.18,227.18,227.18,,,,,,
2025-08-12 04:00:00,228.005,230.8,227.07,229.65,55672301.0,,0.19703703703703468,0.03940740740740694,0.15762962962962773,227.4152380952381,227.27686274509804,227.20457711442788,,,,,,
2025-08-13 04:00:00,231.07,235.0,230.43,233.33,69878546.0,,0.6427266012451014,0.16007124617494584,0.48265535507015556,227.97854875283448,227.51424067666284,227.26552659587637,,,,,,
2025-08-14 04:00:00,234.055,235.12,230.85,232.78,51916275.0,,0.9407144182030436,0.31619988058056536,0.6245145376224782,228.43582982399312,227.72074104228392,227.32039697800695,,,,,,
2025-08-15 04:00:00,234.0,234.28,229.335,231.59,56038657.0,,1.0685314894014084,0.466666202344734,0.6018652870566744,228.73622698361282,227.87247668768455,227.3628805901661,,,,,,
2025-08-18 04:00:00,231.7,233.12,230.11,230.89,37476188.0,,1.1006556165294796,0.5934640851816831,0.5071915313477965,228.94134822326873,227.99081093522636,227.39797630568685,,,,,,
2025-08-19 04:00:00,231.275,232.87,229.35,230.56,39402564.0,,1.0869562219257602,0.6921625125304987,0.3947937093952616,229.0955055353384,228.09156344757042,227.42943922801834,,,,,,
2025-08-20 04:00:00,229.98,230.47,225.77,226.01,42263865.0,,0.7008731495504605,0.693904639934491,0.006968509615969509,228.80164786530617,228.00993350845002,227.41531545460523,,,,,,
2025-08-21 04:00:00,226.27,226.52,223.7804,224.9,30621249.0,,0.30185224498805496,0.6154941609452038,-0.31364191595714885,228.4300623543246,227.88797533164805,227.39028744013154,,,,,,
2025-08-22 04:00:00,226.17,229.09,225.41,227.76,42477811.0,,0.21393726568717852,0.5351827818935988,-0.3212455162064203,228.36624689200798,227.88295669119128,227.39396617207055,,,,,,
2025-08-25 04:00:00,226.48,229.3,226.23,227.16,30983133.0,,0.09475672901911025,0.44709757131870115,-0.3523408422995909,228.25136623562625,227.85460544839947,227.39163815045794,,,,,,
2025-08-26 04:00:00,226.87,229.49,224.69,229.31,54575107.0,,0.17181178742427505,0.3920404145398159,-0.22022862711554086,228.35218849889995,227.9116797445407,227.41072632806535,,,,,,
2025-08-27 04:00:00,228.61,230.9,228.26,230.49,31259513.0,,0.32435564472260126,0.378503460576373,-0.054147815853771764,228.5557895942428,228.012790342794,227.4413658670896,,,,,,
2025-08-28 04:00:00,230.82,233.41,229.335,232.56,38074700.0,,0.6053019073384291,0.42386314992878427,0.18143875740964488,228.93714296621968,228.19111229013544,227.49229755000414,,,,,,
2025-08-29 04:00:00,232.51,233.38,231.37,232.14,39418437.0,60.39396479463532,0.7850141996176205,0.49609335986655156,0.28892083975106897,229.24217696943685,228.34597063169875,227.5385433455265,,,,,,
2025-09-02 04:00:00,229.25,230.85,226.97,229.72,44075638.0,50.14699706005878,0.7238199647979968,0.5416386808528406,0.1821812839451562,229.28768392472858,228.399854136338,227.56024938188943,,,,,,
2025-09-03 04:00:00,237.21,238.85,234.36,238.47,66427835.0,58.89889196675899,1.3656328011666972,0.706437504915612,0.6591952962510852,230.16219021761157,228.79476181726594,227.66880411440795,,,,,,
2025-09-04 04:00:00,238.45,239.8999,236.74,239.78,47549429.0,61.80836707152497,1.9574162735220284,0.9566332586368953,1.000783014885133,231.07817210164856,229.22555547149082,227.7893135262049,,,,,,
2025-09-05 04:00:00,239.995,241.32,238.4901,239.69,54870397.0,64.1906096706377,2.391578067834331,1.2436222204763825,1.1479558473579485,231.89834618720585,229.63592584515786,227.90772831698894,,,,,,
2025-09-08 04:00:00,239.3,240.15,236.34,237.88,48999495.0,61.787521079258035,2.5600914044854903,1.506916057278204,1.0531753472072862,232.46802750271007,229.95922287083795,228.0069549008995,231.59250000000003,,,240.41979946186683,231.59250000000003,222.76520053813323
2025-09-09 04:00:00,237.0,238.7805,233.36,234.35,66313918.0,55.76864535768644,2.381347250528563,1.681802295928276,0.6995449546002872,232.64726297864243,230.13141020923646,228.07006977750746,231.95099999999996,,,240.6044322974364,231.95099999999996,223.29756770256353
2025-09-10 04:00:00,232.185,232.42,225.95,226.79,83440810.0,51.087562744004465,1.6110907509836352,1.667659986939348,-0.05656923595571284,232.08942840924792,230.00037451475663,228.05733276479594,231.808,,,240.71242019153232,231.808,222.90357980846767
2025-09-11 04:00:00,226.875,230.45,226.65,230.03,50208578.0,56.75177678336404,1.2477149664286742,1.5836709828372135,-0.33595601640853934,231.89329237027192,230.0015362984917,228.07696129449948,231.64300000000003,,,240.55096946559655,231.64300000000003,222.7350305344035
2025-09-12 04:00:00,229.22,234.51,229.02,234.07,55824216.0,58.05463364820015,1.2710790672311703,1.521152599716005,-0.25007353248483466,232.10059785881745,230.1610838946293,228.13659352042487,231.70750000000004,,,240.66865564680788,231.70750000000004,222.7463443531922
2025-09-15 04:00:00,237.0,238.19,235.03,236.7,42699524.0,61.577669902912604,1.4846996126777867,1.5138620023083613,-0.029162389630574603,232.5386361579777,230.41751197719285,228.22180154509726,231.96300000000002,,,241.1972796145666,231.96300000000002,222.72872038543343
2025-09-16 04:00:00,237.175,241.22,236.3235,238.15,63421099.0,60.913580246913575,1.7508159988518912,1.5612528016170675,0.18956319723482373,233.07305176197983,230.72074680161666,228.32058958942466,232.32599999999996,,,241.94543077427414,232.32599999999996,222.7065692257258
2025-09-17 04:00:00,238.97,240.1,237.7301,238.99,46508017.0,60.58266932270916,2.0063679709386975,1.6502758354813936,0.3560921354573039,233.63657064179128,231.04503124076896,228.42675287709207,232.7475,,,242.77137439539908,232.7475,222.72362560460093
2025-09-18 04:00:00,239.97,241.2,236.65,237.88,44249576.0,56.78571428571426,2.095175151679797,1.7392556987210743,0.3559194529587226,234.0407067711445,231.31306923132706,228.52081503751901,233.34100000000004,,,243.08697979195853,233.34100000000004,223.59502020804155
2025-09-19 04:00:00,241.225,246.3,240.2106,245.5,163741314.0,64.39655172413794,2.7487400351472218,1.9411525660063038,0.807587469140918,235.1320680310355,231.86941945754953,228.68976215157355,234.371,,,244.69773974128384,234.371,224.04426025871618
2025-09-22 04:00:00,248.3,256.64,248.12,256.08,105517416.0,74.15689149560114,4.0734562254975515,2.3676132979045534,1.705842927592998,237.12710917093688,232.81885398862602,228.9623018316574,235.78700000000003,,,249.50615004272268,235.78700000000003,222.0678499572774
2025-09-23 04:00:00,255.875,257.34,253.58,254.43,60275187.0,66.8141592920354,4.93329419542448,2.880749477408539,2.052544718015941,238.77500353560956,233.6663499106407,229.21571176368073,237.15049999999997,,,252.57416803939557,237.15049999999997,221.72683196060436
2025-09-24 04:00:00,255.22,255.74,251.04,252.31,42303710.0,62.97907603066086,5.381619736587453,3.380923529244322,2.000696207343131,240.06405081793247,234.39747344355675,229.44550567647994,238.3005,,,254.6638884986544,238.3005,221.9371115013456
2025-09-25 04:00:00,253.205,257.17,251.712,256.87,55202075.0,66.28744785741372,6.0353036251158585,3.911799548418629,2.1235040766972295,241.66461740670078,235.27874899478982,229.7183862170125,239.61950000000002,,,257.5132771894383,239.61950000000002,221.7257228105617
2025-09-26 04:00:00,254.095,257.6,253.78,255.46,46076258.0,66.79403897592664,6.366192100457283,4.4026780588263605,1.9635140416309227,242.97846336796738,236.0701706028373,229.97452167753974,240.7645,,,259.6589653271798,240.7645,221.8700346728202
2025-09-29 04:00:00,254.56,255.0,253.01,254.43,40127687.0,70.14446227929375,6.470720768027292,4.8162866006665475,1.6544341673607441,244.06908590435145,236.79016391252995,230.21785977030055,241.879,,,261.2549241816935,241.879,222.50307581830646
2025-09-30 04:00:00,254.855,255.919,253.11,254.63,37704259.0,82.76836158192091,6.494830456088948,5.151995371751028,1.3428350843379206,245.07488724679416,237.48976532772485,230.46076663825778,243.12450000000004,,,262.4117845760048,243.12450000000004,223.83721542399533
2025-10-01 04:00:00,255.04,258.79,254.93,255.45,48713940.0,81.72740888666999,6.5051177563527744,5.422619848671378,1.0824979076813968,246.06299322328996,238.19408825604938,230.70941572643434,243.9735,,,263.8829500439523,243.9735,224.0640499560477
2025-10-02 04:00:00,256.575,258.18,254.15,257.13,42630239.0,80.58355437665784,6.573062304920086,5.65270833992112,0.9203539649989656,247.1169938686909,238.93667303032197,230.972307112241,244.84100000000004,,,265.47970344764906,244.84100000000004,224.20229655235102
2025-10-03 04:00:00,254.665,259.24,253.95,258.02,49155614.0,79.6440489432703,6.622385671405397,5.846643806217976,0.7757418651874204,248.15537540500605,239.68503879383877,231.241438384756,245.7575,,,267.05066754760844,245.7575,224.46433245239155
2025-10-06 04:00:00,257.99,259.07,255.05,256.69,44664118.0,75.86495535714289,6.479463685929119,5.9732077821602045,0.5062559037689143,248.96819679500547,240.3519000176098,231.49465790331567,246.698,,,268.18689025079067,246.698,225.20910974920935
2025-10-07 04:00:00,256.805,257.4,255.43,256.48,31955776.0,74.83669412098843,6.276895592625181,6.0339453442532,0.24295024837198032,249.68360662405257,240.98437452672317,231.74326827243692,247.80450000000002,,,268.8915201782993,247.80450000000002,226.71747982170075
2025-10-08 04:00:00,256.52,258.52,256.11,258.06,36496895.0,78.27914798206288,6.172696709351413,6.061695617272844,0.11100109207856956,250.48135837414281,241.65400689822422,232.00512629957686,249.36800000000002,,,268.43476314538225,249.36800000000002,230.3012368546178
2025-10-09 04:00:00,257.805,258.0,253.14,254.04,38322012.0,63.31047381546138,5.700031524913584,5.989362798800992,-0.28933127388740854,250.82027662422445,242.13973211790173,232.22437877420796,250.5685,,,267.40122036056096,250.5685,233.73577963943907
2025-10-10 04:00:00,254.94,256.38,244.0,245.27,61999098.0,32.14403700033034,4.565151035397719,5.704520446120338,-1.1393694107226189,250.2916788504888,242.2624877211213,232.35418595058403,251.12849999999997,,,266.3148432762882,251.12849999999997,235.94215672371178
2025-10-13 04:00:00,249.38,249.69,245.56,247.66,38142942.0,39.084166397936094,3.814630412154287,5.3265424393271275,-1.5119120271728406,250.04104276948988,242.47415486931263,232.50648260779215,251.67649999999998,,,265.3902016001861,251.67649999999998,237.96279839981383
2025-10-14 04:00:00,246.6,248.845,244.7,247.77,35477986.0,42.17241379310343,3.1919190359703578,4.899617758655774,-1.7076987226854161,249.8247529819194,242.68183507051606,232.6583584027395,252.15750000000003,,,264.47760744143176,252.15750000000003,239.8373925585683
2025-10-15 04:00:00,249.485,251.82,247.47,249.34,33893611.0,35.52479815455588,2.792906772168493,4.478275561358318,-1.685368789189825,249.7785860312604,242.94293957755465,232.82434488629434,252.675,,,263.4372938271102,252.675,241.91270617288984
2025-10-16 04:00:00,248.25,249.04,245.13,247.45,39776974.0,34.88108720271792,2.2976930979969836,4.042159068686051,-1.7444659706890677,249.55681593304513,243.11968704510156,232.9698737928984,253.15349999999998,,,261.7864534496115,253.15349999999998,244.52054655038847
2025-10-17 04:00:00,248.02,253.38,247.27,252.29,49146961.0,46.468646864686434,2.2696175060050905,3.6876507561498593,-1.4180332501447688,249.81711917751704,243.47930716097994,233.16211385466062,253.493,,,261.35860560789496,253.493,245.62739439210503
2025-10-20 04:00:00,255.885,264.375,255.63,262.24,90483029.0,59.500624219725374,3.0154885663418725,3.553218318188262,-0.5377297518463897,251.0002506844202,244.2150206056474,233.45144605511177,253.801,241.7282,,262.5283554202622,253.801,245.07364457973776
2025-10-21 04:00:00,261.88,265.29,261.83,262.77,46695948.0,59.20523138832999,3.607775139923774,3.564129682535365,0.04364545738840908,252.12117919066588,244.94266685640633,233.74317296003605,254.21800000000002,242.44,,263.82459334985487,254.21800000000002,244.61140665014517
2025-10-22 04:00:00,262.65,262.85,255.43,258.45,45015254.0,51.5566037735849,3.6860876959788413,3.5885212852240604,0.0975664107547809,252.72392402965008,245.4723661953708,233.9890120350606,254.525,243.016,,264.26634865838463,254.525,244.78365134161538
2025-10-23 04:00:00,259.94,260.62,258.0101,259.58,32754941.0,51.82926829268293,3.795579439942429,3.6299329161677343,0.1656465237746949,253.37688364587387,246.0256067367288,234.24364873122917,254.6605,243.541,,264.61230697688944,254.6605,244.7086930231106
2025-10-24 04:00:00,261.19,264.13,259.18,262.82,38253717.0,56.87991021324355,4.096570641737912,3.7232604612817704,0.37331018045614206,254.27622806055254,246.684210394112,234.52799053489852,255.02849999999998,244.1418,,265.62802784449934,255.02849999999998,244.42897215550062
2025-10-27 04:00:00,264.88,269.12,264.6501,268.81,44888152.0,62.249155573216754,4.7635401515009335,3.931316399325603,0.8322237521753304,255.6603968166904,247.5518884178723,234.86910505693936,255.7475,244.8862,,267.99834121708864,255.7475,243.49665878291137
2025-10-28 04:00:00,268.985,269.89,268.15,269.0,41534759.0,61.17695136902329,5.246965948021796,4.194446309064842,1.0525196389569533,256.93083521510084,248.39299083285772,235.20871595189521,256.466,245.6484,,270.05353205583793,256.466,242.87846794416208
2025-10-29 04:00:00,269.275,271.41,267.11,269.7,51086742.0,67.1635247698378,5.621764324805724,4.479909912213019,1.1418544125927053,258.146946146996,249.22855981980447,235.55191280809527,257.1785,246.43120000000002,,271.9817944768529,257.1785,242.3752055231471
2025-10-30 04:00:00,271.99,274.14,268.48,271.4,69886534.0,83.89105058365756,5.9869566220033335,4.781319254171082,1.2056373678322512,259.409141752044,250.0980280621651,235.90861019308934,257.89199999999994,247.33900000000003,,274.0032600049583,257.89199999999994,241.78073999504159
2025-10-31 04:00:00,276.99,277.32,269.16,270.37,86167123.0,80.53240118311378,6.122683275112479,5.049592058359362,1.0730912167531166,260.45303301375407,250.8930073538449,236.25150959415313,258.5095,248.2484,,275.56068174635914,258.5095,241.45831825364087
2025-11-03 05:00:00,270.42,270.85,266.25,269.05,50194583.0,77.70833333333337,6.053948507319262,5.250463348151342,0.80348515916792,261.2717917743489,251.60504628114512,236.57786273251978,259.12749999999994,249.07420000000002,,276.78614258358317,259.12749999999994,241.4688574164167
2025-11-04 05:00:00,268.325,271.486,267.615,270.04,49274846.0,77.36647276573247,6.0100799740644675,5.402386673333968,0.6076933007304994,262.1068592244109,252.32798564266886,236.91081932224594,259.8055,249.9318,,278.0671140117951,259.8055,241.5438859882049
2025-11-05 05:00:00,268.61,271.7,266.93,270.14,43683072.0,81.48764918123793,5.915196308704594,5.504948600408094,0.4102477082965006,262.87192025065747,253.02649600962303,237.24145793595494,260.4095,250.74839999999998,,279.21890355527694,260.4095,241.60009644472302
2025-11-06 05:00:00,267.89,273.4,267.89,269.77,51204045.0,77.69328263624848,5.743931940588425,5.55274526844416,0.19118667214426477,263.52888022678536,253.68310400924565,237.5651250211693,261.196,251.534,,280.19847452030234,261.196,242.1935254796977
2025-11-07 05:00:00,269.795,272.29,266.77,268.47,48227365.0,63.5966826713227,5.440588838040583,5.530313982363445,-0.0897251443228626,263.9994630623296,254.2629822833929,237.87263621498852,262.356,252.25220000000002,,280.05261448442974,262.356,244.65938551557025
2025-11-10 05:00:00,268.96,273.73,267.455,269.43,41312412.0,64.26735218509012,5.217507047291804,5.467752595349117,-0.2502455480573129,264.51665705639346,254.85776729188728,238.18663983473988,263.4445,252.998,,279.97473192119287,263.4445,246.91426807880714
2025-11-11 05:00:00,269.81,275.91,269.8,275.25,46208318.0,83.81642512077316,5.447542601009502,5.463710596481194,-0.01616799547169201,265.5388801938798,255.65746269220543,238.55542948812555,264.8185,253.90859999999998,,280.4042766130399,264.8185,249.23272338696006
2025-11-12 05:00:00,275.0,275.73,271.7,273.47,48397982.0,77.24597881522192,5.423695327130076,5.455707542610971,-0.03201221548089439,266.29422493731977,256.3559935670209,238.90283814993526,266.025,254.6086,,280.24140786667226,266.025,251.8085921333277
2025-11-13 05:00:00,274.11,276.699,272.09,272.95,49602794.0,72.24418093983323,5.301721590305704,5.424910352149918,-0.12318876184421423,266.92810827662265,257.0067389173338,239.24161587978668,267.3,255.27199999999996,,278.8203910752335,267.3,255.77960892476653
2025-11-14 05:00:00,271.05,275.96,269.6,272.41,47431331.0,60.392609699769224,5.102662718545275,5.360460825428989,-0.25779810688371363,267.45019320265857,257.610788371556,239.57164955262465,268.306,255.92640000000003,,277.60782189285084,268.306,259.00417810714913
2025-11-17 05:00:00,268.815,270.49,265.73,267.46,45018260.0,46.51268115942022,4.493683115672582,5.187105283477708,-0.6934221678051262,267.45112718335776,257.9970319648283,239.84914557697664,268.567,256.518,,277.4349840467062,268.567,259.69901595329384
2025-11-18 05:00:00,269.99,270.71,265.32,267.44,45677278.0,44.71962616822429,3.9637568385994086,4.942435594502048,-0.9786787559026395,267.4500674516094,258.3673444367958,240.12368144188235,268.80049999999994,257.1798,,277.26242581042015,268.80049999999994,260.33857418957973
2025-11-19 05:00:00,265.525,272.21,265.5,268.56,40424492.0,43.1796349663785,3.5927461447261635,4.672497704546871,-1.079751559820708,267.55577531336087,258.7670564196666,240.40662988524673,269.306,258.0152,,276.23320464621406,269.306,262.3787953537859
2025-11-20 05:00:00,270.83,275.43,265.92,266.25,45823568.0,40.678733031674156,3.0768517703841667,4.353368517714331,-1.276516747330164,267.4314157597074,259.0605051875228,240.66377784658758,269.6395,258.7396,,275.0772606652587,269.6395,264.2017393347413
2025-11-21 05:00:00,265.95,273.33,265.67,271.49,59030832.0,54.688700999231365,3.055602881422317,4.093815390455928,-1.0382125090336114,267.81794759211624,259.5479363566395,240.97050642522854,270.073,259.488,,274.5123982522531,270.073,265.63360174774687
2025-11-24 05:00:00,270.9,277.0,270.9,275.92,65585796.0,59.97963340122202,3.357523519626909,3.9465570162901242,-0.5890334966632151,268.5895716309623,260.1899780681439,241.3182625802014,270.4285,260.2724,,275.5312104252753,270.4285,265.3257895747247
2025-11-25 05:00:00,275.27,280.38,275.25,276.97,46914220.0,61.229858599145096,3.6395693356604397,3.8851594801641873,-0.2455901445037476,269.3877076661088,260.84801814390295,241.67300623611982,270.827,261.04879999999997,,276.6534988132716,270.827,265.0005011867284
2025-11-26 05:00:00,276.96,279.53,276.63,277.55,33431423.0,62.70411495754416,3.8653366349954013,3.8811949111304305,-0.015858276135029215,270.16506884076506,261.5029978245342,242.02999124869575,271.21950000000004,261.82,,277.7423488287027,271.21950000000004,264.6966511712974
2025-11-28 05:00:00,277.26,279.0,275.9865,278.85,20135620.0,66.94970607446112,4.101874130086969,3.925330754921738,0.176543375165231,270.9922051416446,262.1832724196505,242.39635949497742,271.592,262.6394,,278.95503312786974,271.592,264.22896687213023
2025-12-01 05:00:00,278.01,283.42,276.14,283.1,46587722.0,70.15629607785314,4.579481864075035,4.056160976752398,0.5233208873226367,272.14532846148796,263.0035362463309,242.80137084328612,272.2285,263.3914,,281.17695890877906,272.2285,263.28004109122094
2025-12-02 05:00:00,283.0,287.4,282.6301,286.19,53669532.0,67.54329698524694,5.147983856640394,4.2745255527299975,0.8734583039103967,273.4829162270605,263.9128093347101,243.2330984965868,273.0855,263.9936,,283.8508195127004,273.0855,262.32018048729964
2025-12-03 05:00:00,286.2,288.62,283.3,284.15,43538687.0,66.98473282442737,5.371989875241297,4.494018417232257,0.8779714580090401,274.49882896734044,264.70642465491756,243.64023184487948,273.79100000000005,264.58799999999997,,285.5220292993008,273.79100000000005,262.0599707006993
2025-12-04 05:00:00,284.095,284.73,278.59,280.7,43989056.0,61.27436718068083,5.2110602331167115,4.6374267804091485,0.573633452707563,275.0894166847366,265.3336236880581,244.00898575687074,274.319,265.1558,,286.30592076697286,274.319,262.3320792330272
2025-12-05 05:00:00,280.54,281.14,278.05,278.78,47265845.0,58.90909090909082,4.872428060704351,4.684427036468189,0.18800102423616227,275.44090080999973,265.8609325630362,244.35496599809593,274.7695,265.594,,286.71373794136736,274.7695,262.82526205863263
2025-12-08 05:00:00,278.13,279.6693,276.15,277.89,38211832.0,66.45629536131273,4.480594557410257,4.643660540656603,-0.16306598324634614,275.6741483519045,266.3326606978191,244.68864792846315,275.2405,266.0426,,286.8777803388167,275.2405,263.6032196611833
2025-12-09 05:00:00,278.16,280.03,276.92,277.18,32193256.0,65.04014823965413,4.065903413149613,4.528109115155205,-0.4622057020055923,275.8175627945802,266.7580465528066,245.01194496400083,275.62800000000004,266.49760000000003,,286.96282310125935,275.62800000000004,264.29317689874074
2025-12-10 05:00:00,277.75,279.75,276.44,278.78,33038318.0,65.55082166768105,3.822303190003481,4.386947930124861,-0.5646447401213797,276.0996996712869,267.2294957075985,245.34794551162273,275.8045,266.9806,,287.22415706001806,275.8045,264.384842939982
2025-12-11 05:00:00,279.095,279.59,273.81,278.03,33247986.0,68.8178913738019,3.5280602437778157,4.215170392855452,-0.6871101490776361,276.283537797831,267.6530448955358,245.6731400836464,276.03249999999997,267.4322,,287.43798321503385,276.03249999999997,264.6270167849661
2025-12-12 05:00:00,277.9,279.22,276.82,278.28,39532887.0,62.90383884454575,3.2772652261505755,4.027589359514477,-0.7503241333639012,276.4736770551804,268.0697882329658,245.9975864509733,276.299,267.8552,,287.65016947371726,276.299,264.9478305262827
2025-12-15 05:00:00,280.15,280.15,272.84,274.11,50409078.0,46.52591170825334,2.7107760787087045,3.7642267033533225,-1.053450624644618,276.248564954687,268.3066592826534,246.2773119589238,276.384,268.17699999999996,,287.6375924556514,276.384,265.13040754434866
2025-12-16 05:00:00,272.82,275.5,271.79,274.61,37648628.0,45.372549019607796,2.275939554887202,3.466569273660099,-1.1906297187728967,276.09251114947875,268.5538491147062,246.55922925286487,276.7415,268.5354,,287.2296793613471,276.7415,266.25332063865284
2025-12-17 05:00:00,275.01,276.16,271.64,271.84,50138743.0,39.689418562657906,1.688350374629465,3.1109254938539723,-1.4225751192245073,275.6875100876236,268.68271777687465,246.81077921054782,276.9615,268.8426,,286.792148690916,276.9615,267.130851309084
2025-12-18 05:00:00,273.605,273.63,266.95,272.19,51630721.0,37.54674644726993,1.2366682490756489,2.736074044898308,-1.4994057958226592,275.3544138888023,268.8202582562129,247.06330877064187,277.143,269.1252,,286.440096547338,277.143,267.84590345266196
2025-12-19 05:00:00,272.145,274.6,269.9,273.67,144632048.0,30.329578639966584,0.9867558344785152,2.3862104028143496,-1.3994545683358344,275.19399351844015,269.01044420694967,247.3280519669539,277.514,269.5178,,285.47736982359646,277.514,269.55063017640356
2025-12-22 05:00:00,272.86,273.88,270.505,270.97,36571827.0,17.726887192536083,0.564325813532264,2.0218334849579325,-1.4575076714256685,274.79170842144583,269.08728953216735,247.56329523096431,277.488,270.0318,,285.53711659095177,277.488,269.43888340904823
2025-12-23 05:00:00,270.84,272.5,269.56,272.36,29641999.0,24.291321412996098,0.33781424938882765,1.6850296378441116,-1.347215388455284,274.5601171432129,269.21563111914116,247.81002861175077,277.31,270.5258,,285.65705620973165,277.31,268.96294379026835
2025-12-24 05:00:00,272.34,275.43,272.195,273.81,17910574.0,33.54037267080744,0.2721677048389779,1.402457251243085,-1.1302895464041072,274.48867741528784,269.39580244780234,248.06873479471844,277.152,271.0466,,285.6445170777448,277.152,268.65948292225517
2025-12-26 05:00:00,274.16,275.37,272.86,273.4,21521802.0,36.14830072090626,0.1849270479427787,1.158951210583024,-0.9740241626402453,274.3849938519271,269.55282980279054,248.32078718482077,276.94449999999995,271.5278,,285.59735465521106,276.94449999999995,268.29164534478883
2025-12-29 05:00:00,272.69,274.36,272.35,273.76,23715213.0,39.068290100582324,0.14318662390223835,0.9557982932468669,-0.8126116693446286,274.32547062793407,269.7178168693478,248.5739136804942,276.69,272.05400000000003,,285.4060613992667,276.69,267.9739386007333
2025-12-30 05:00:00,272.81,274.08,272.28,273.08,22139617.0,39.130434782608646,0.05460724183166121,0.7755600829638258,-0.7209528411321646,274.2068543776546,269.8496671881969,248.8177553354147,276.18899999999996,272.4698,,284.49600630096114,276.18899999999996,267.8819936990388
2025-12-31 05:00:00,273.06,273.68,271.75,271.86,27293639.0,31.277056277056403,-0.11273680100799766,0.5979007061694612,-0.7106375071774589,273.9833444369256,269.928503769052,249.047031401729,275.4725,272.6622,,282.5246810735924,275.4725,268.4203189264077
2026-01-02 05:00:00,272.255,277.84,269.0,271.01,37838054.0,31.108719052744974,-0.3103683240190662,0.41624690013175575,-0.7266152241508219,273.700168776266,269.9709153859519,249.2655684027068,274.8155,272.827,,280.83677622422505,274.8155,268.7942237757749
2026-01-05 05:00:00,270.64,271.51,266.14,267.26,45647190.0,25.04528985507254,-0.7608161745374673,0.18083428519791114,-0.9416504597353784,273.08681936900257,269.8646049786597,249.44461747332664,274.1435,273.0032,,280.3950927233741,274.1435,267.89190727662594
2026-01-06 05:00:00,267.0,267.55,262.12,262.36,52352090.0,24.243752740026366,-1.49594407822525,-0.1545213874867211,-1.341422690738529,272.06521752433565,269.5703067442025,249.57312874224877,273.3225,273.0588,,281.12957337847143,273.3225,265.51542662152855
2026-01-07 05:00:00,263.2,263.68,259.81,260.33,48309804.0,20.665571076417464,-2.2167885146960202,-0.566974812928581,-1.6498137017674392,270.94757776011323,269.20794177384164,249.680162287102,272.44449999999995,273.00899999999996,,281.8705523075812,272.44449999999995,263.0184476924187
2026-01-08 05:00:00,257.02,259.29,255.7,259.04,50419337.0,22.003499562554794,-2.8591961100540857,-1.025419072353682,-1.8337770377004037,269.81352273534054,268.80919895918123,249.7732950006632,271.5375,272.8136,,282.42295504693953,271.5375,260.6520449530605
2026-01-09 05:00:00,259.075,260.21,256.22,259.37,39996967.0,21.935201401050776,-3.303598686359692,-1.4810549951548841,-1.8225436912048076,268.818901522451,268.43903429411534,249.86878460264668,270.567,272.621,,282.1709849779467,270.567,258.9630150220533
2026-01-12 05:00:00,259.16,261.3,256.8,260.25,45263767.0,19.82913669064739,-3.543930064532276,-1.8936300090303626,-1.6503000555019134,268.00281566316994,268.1178956943461,249.97208027824226,269.678,272.43199999999996,,281.59470141572615,269.678,257.76129858427385
2026-01-13 05:00:00,258.72,261.81,258.39,261.05,45730847.0,25.614552605702983,-3.6280195481201645,-2.240507916848323,-1.3875116312718414,267.34064274286806,267.84072331417565,250.08230833517518,268.8165,272.225,,280.6053551740947,268.8165,257.0276448259053
